hierarchyId	pCFID	name	verb	object	filePath
7.5.2.3	10506	Process claims	Process	Claims	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.2-ManageAndAdministerBenefits/10506-ProcessClaims.mdx
7.5.2.4	10507	Perform benefit reconciliation	Perform	Benefit Reconciliation	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.2-ManageAndAdministerBenefits/10507-PerformBenefitReconciliation.mdx
7.5.3	10496	Manage employee assistance and retention	Manage	Employee Assistance And Retention	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.3-ManageEmployeeAssistanceAndRetention/index.mdx
7.5.3.1	10508	Deliver programs to support work/life balance for employees	Deliver	Programs To Support Work/life Balance For Employees	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.3-ManageEmployeeAssistanceAndRetention/10508-DeliverProgramsToSupportWorkLifeBalanceForEmployees.mdx
7.5.3.2	10509	Develop family support systems	Develop	Family Support Systems	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.3-ManageEmployeeAssistanceAndRetention/10509-DevelopFamilySupportSystems.mdx
7.5.3.3	10510	Review retention and motivation indicators	Review	Retention And Motivation Indicators	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.3-ManageEmployeeAssistanceAndRetention/10510-ReviewRetentionAndMotivationIndicators.mdx
7.5.3.4	10511	Review compensation plan	Review	Compensation Plan	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.3-ManageEmployeeAssistanceAndRetention/10511-ReviewCompensationPlan.mdx
7.5.4	10497	Administer payroll	Administer	Payroll	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.4-AdministerPayroll/10497-AdministerPayroll.mdx
7.6	10413	Redeploy and retire employees	Redeploy	And Retire Employees	07-DevelopAndManageHumanCapital/7.6-RedeployAndRetireEmployees/index.mdx
7.6.1	10512	Manage promotion and demotion process	Manage	Promotion And Demotion Process	07-DevelopAndManageHumanCapital/7.6-RedeployAndRetireEmployees/7.6.1-ManagePromotionAndDemotionProcess/10512-ManagePromotionAndDemotionProcess.mdx
7.6.2	10513	Manage separation	Manage	Separation	07-DevelopAndManageHumanCapital/7.6-RedeployAndRetireEmployees/7.6.2-ManageSeparation/10513-ManageSeparation.mdx
7.6.3	10514	Manage retirement	Manage	Retirement	07-DevelopAndManageHumanCapital/7.6-RedeployAndRetireEmployees/7.6.3-ManageRetirement/10514-ManageRetirement.mdx
7.6.4	10515	Manage leave of absence	Manage	Leave Of Absence	07-DevelopAndManageHumanCapital/7.6-RedeployAndRetireEmployees/7.6.4-ManageLeaveOfAbsence/10515-ManageLeaveOfAbsence.mdx
7.6.5	10516	Develop and implement employee outplacement	Develop	And Implement Employee Outplacement	07-DevelopAndManageHumanCapital/7.6-RedeployAndRetireEmployees/7.6.5-DevelopAndImplementEmployeeOutplacement/10516-DevelopAndImplementEmployeeOutplacement.mdx
7.6.6	20132	Manage workforce scheduling	Manage	Workforce Scheduling	07-DevelopAndManageHumanCapital/7.6-RedeployAndRetireEmployees/7.6.6-ManageWorkforceScheduling/index.mdx
7.6.6.1	20133	Receive required resources/skills and capabilities	Receive	Required Resources/skills And Capabilities	07-DevelopAndManageHumanCapital/7.6-RedeployAndRetireEmployees/7.6.6-ManageWorkforceScheduling/20133-ReceiveRequiredResourcesSkillsAndCapabilities.mdx
7.6.6.2	10517	Manage resource deployment	Manage	Resource Deployment	07-DevelopAndManageHumanCapital/7.6-RedeployAndRetireEmployees/7.6.6-ManageWorkforceScheduling/10517-ManageResourceDeployment.mdx
7.6.7	17055	Relocate employees and manage assignments	Relocate	Employees And Manage Assignments	07-DevelopAndManageHumanCapital/7.6-RedeployAndRetireEmployees/7.6.7-RelocateEmployeesAndManageAssignments/index.mdx
7.6.7.1	10520	Manage expatriates	Manage	Expatriates	07-DevelopAndManageHumanCapital/7.6-RedeployAndRetireEmployees/7.6.7-RelocateEmployeesAndManageAssignments/10520-ManageExpatriates.mdx
7.7	17056	Manage employee information and analytics	Manage	Employee Information And Analytics	07-DevelopAndManageHumanCapital/7.7-ManageEmployeeInformationAndAnalytics/index.mdx
7.7.1	10522	Manage reporting processes	Manage	Reporting Processes	07-DevelopAndManageHumanCapital/7.7-ManageEmployeeInformationAndAnalytics/7.7.1-ManageReportingProcesses/10522-ManageReportingProcesses.mdx
7.7.2	10523	Manage employee inquiry process	Manage	Employee Inquiry Process	07-DevelopAndManageHumanCapital/7.7-ManageEmployeeInformationAndAnalytics/7.7.2-ManageEmployeeInquiryProcess/10523-ManageEmployeeInquiryProcess.mdx
7.7.3	10524	Manage and maintain employee data	Manage	And Maintain Employee Data	07-DevelopAndManageHumanCapital/7.7-ManageEmployeeInformationAndAnalytics/7.7.3-ManageAndMaintainEmployeeData/10524-ManageAndMaintainEmployeeData.mdx
7.7.4	10525	Manage human resource information systems HRIS	Manage	Human Resource Information Systems HRIS	07-DevelopAndManageHumanCapital/7.7-ManageEmployeeInformationAndAnalytics/7.7.4-ManageHumanResourceInformationSystemsHris/10525-ManageHumanResourceInformationSystemsHris.mdx
7.7.5	10526	Develop and manage employee metrics	Develop	And Manage Employee Metrics	07-DevelopAndManageHumanCapital/7.7-ManageEmployeeInformationAndAnalytics/7.7.5-DevelopAndManageEmployeeMetrics/10526-DevelopAndManageEmployeeMetrics.mdx
7.7.6	10527	Develop and manage time and attendance systems	Develop	And Manage Time And Attendance Systems	07-DevelopAndManageHumanCapital/7.7-ManageEmployeeInformationAndAnalytics/7.7.6-DevelopAndManageTimeAndAttendanceSystems/10527-DevelopAndManageTimeAndAttendanceSystems.mdx
7.7.7	10530	Manage/Collect employee suggestions and perform employee research	Manage/Collect	Employee Suggestions And Perform Employee Research	07-DevelopAndManageHumanCapital/7.7-ManageEmployeeInformationAndAnalytics/7.7.7-ManageCollectEmployeeSuggestionsAndPerformEmployeeResearch/10530-ManageCollectEmployeeSuggestionsAndPerformEmployeeResearch.mdx
7.8	17057	Manage employee communication	Manage	Employee Communication	07-DevelopAndManageHumanCapital/7.8-ManageEmployeeCommunication/index.mdx
7.8.1	10529	Develop employee communication plan	Develop	Employee Communication Plan	07-DevelopAndManageHumanCapital/7.8-ManageEmployeeCommunication/7.8.1-DevelopEmployeeCommunicationPlan/10529-DevelopEmployeeCommunicationPlan.mdx
7.8.2	16944	Conduct employee engagement surveys	Conduct	Employee Engagement Surveys	07-DevelopAndManageHumanCapital/7.8-ManageEmployeeCommunication/7.8.2-ConductEmployeeEngagementSurveys/16944-ConductEmployeeEngagementSurveys.mdx
7.9	10532	Deliver employee communications	Deliver	Employee Communications	07-DevelopAndManageHumanCapital/7.9-DeliverEmployeeCommunications/10532-DeliverEmployeeCommunications.mdx
