hierarchyId	pCFID	name	fileName	verb	object	process
7.2.3.3	10458	Test candidates	10458-TestCandidates.mdx	Test	Candidates	Screen and select candidates
7.2.3.4	10459	Select and reject candidates	10459-SelectAndRejectCandidates.mdx	Select	And Reject Candidates	Screen and select candidates
7.2.4.1	10463	Draw up and make offer	10463-DrawUpAndMakeOffer.mdx	Draw	Up And Make Offer	Manage new hire/re-hire
7.2.4.2	10464	Negotiate offer	10464-NegotiateOffer.mdx	Negotiate	Offer	Manage new hire/re-hire
7.2.4.3	10465	Hire candidate	10465-HireCandidate.mdx	Hire	Candidate	Manage new hire/re-hire
7.2.5.1	10460	Obtain candidate background information	10460-ObtainCandidateBackgroundInformation.mdx	Obtain	Candidate Background Information	Manage applicant information
7.2.5.2	10466	Create applicant record	10466-CreateApplicantRecord.mdx	Create	Applicant Record	Manage applicant information
7.2.5.3	10467	Manage/track applicant data	10467-ManageTrackApplicantData.mdx	Manage/track	Applicant Data	Manage applicant information
7.2.5.4	10468	Archive and retain records of non-hires	10468-ArchiveAndRetainRecordsOfNonHires.mdx	Archive	And Retain Records Of Non-hires	Manage applicant information
7.3.1.1	10474	Create/maintain employee on-boarding program	10474-CreateMaintainEmployeeOnBoardingProgram.mdx	Create/maintain	Employee On-boarding Program	Manage employee orientation and deployment
7.3.1.2	11243	Evaluate the effectiveness of the employee on-boarding program	11243-EvaluateTheEffectivenessOfTheEmployeeOnBoardingProgram.mdx	Evaluate	Effectiveness Of Employee On-boarding Program	Manage employee orientation and deployment
7.3.1.3	17050	Execute on-boarding program	17050-ExecuteOnBoardingProgram.mdx	Execute	On-boarding Program	Manage employee orientation and deployment
7.3.2.1	10479	Define employee performance objectives	10479-DefineEmployeePerformanceObjectives.mdx	Define	Employee Performance Objectives	Manage employee performance
7.3.2.2	10480	Review, appraise, and manage employee performance	10480-ReviewAppraiseAndManageEmployeePerformance.mdx	Review,	Appraise, And Manage Employee Performance	Manage employee performance
7.3.2.3	10481	Evaluate and review performance program	10481-EvaluateAndReviewPerformanceProgram.mdx	Evaluate	And Review Performance Program	Manage employee performance
7.3.3.1	10487	Define employee development guidelines	10487-DefineEmployeeDevelopmentGuidelines.mdx	Define	Employee Development Guidelines	Manage employee development
7.3.3.2	10488	Develop employee career plans and career paths	10488-DevelopEmployeeCareerPlansAndCareerPaths.mdx	Develop	Employee Career Plans And Career Paths	Manage employee development
7.3.3.3	17051	Manage employee skill and competency development	17051-ManageEmployeeSkillAndCompetencyDevelopment.mdx	Manage	Employee Skill And Competency Development	Manage employee development
7.3.4.1	10490	Align employee with organization development needs	10490-AlignEmployeeWithOrganizationDevelopmentNeeds.mdx	Align	Employee With Organization Development Needs	Develop and train employees
7.3.4.2	16940	Define employee competencies	16940-DefineEmployeeCompetencies.mdx	Define	Employee Competencies	Develop and train employees
7.3.4.3	10491	Align learning programs with competencies	10491-AlignLearningProgramsWithCompetencies.mdx	Align	Learning Programs With Competencies	Develop and train employees
7.3.4.4	10492	Establish training needs by analysis of required and available skills	10492-EstablishTrainingNeedsByAnalysisOfRequiredAndAvailableSkills.mdx	Establish	Training Needs By Analysis Of Required And Available Skills	Develop and train employees
7.3.4.5	10493	Develop, conduct, and manage employee and/or management training programs	10493-DevelopConductAndManageEmployeeAndOrManagementTrainingPrograms.mdx	Develop,	Conduct, And Manage Employee And/or Management Training Programs	Develop and train employees
7.3.4.6	20125	Manage examinations and certifications	20125-ManageExaminationsAndCertifications.mdx	Manage	Examinations And Certifications	Develop and train employees
7.5.1.1	10498	Develop salary/compensation structure and plan	10498-DevelopSalaryCompensationStructureAndPlan.mdx	Develop	Salary/compensation Structure And Plan	Develop and manage reward, recognition, and motivation programs
7.5.1.2	10499	Develop benefits and rewards plan	10499-DevelopBenefitsAndRewardsPlan.mdx	Develop	Benefits And Rewards Plan	Develop and manage reward, recognition, and motivation programs
7.5.1.3	10500	Perform competitive analysis of benefits and rewards	10500-PerformCompetitiveAnalysisOfBenefitsAndRewards.mdx	Perform	Competitive Analysis Of Benefits And Rewards	Develop and manage reward, recognition, and motivation programs
7.5.1.4	10501	Identify compensation requirements based on financial, benefits, and HR policies	10501-IdentifyCompensationRequirementsBasedOnFinancialBenefitsAndHrPolicies.mdx	Identify	Compensation Requirements Based On Financial, Benefits, And HR Policies	Develop and manage reward, recognition, and motivation programs
7.5.1.5	10502	Administer compensation and rewards to employees	10502-AdministerCompensationAndRewardsToEmployees.mdx	Administer	Compensation And Rewards To Employees	Develop and manage reward, recognition, and motivation programs
7.5.1.6	10503	Reward and motivate employees	10503-RewardAndMotivateEmployees.mdx	Reward	And Motivate Employees	Develop and manage reward, recognition, and motivation programs
7.5.2.1	10504	Deliver employee benefits program	10504-DeliverEmployeeBenefitsProgram.mdx	Deliver	Employee Benefits Program	Manage and administer benefits
7.5.2.2	10505	Administer benefit enrollment	10505-AdministerBenefitEnrollment.mdx	Administer	Benefit Enrollment	Manage and administer benefits
7.5.2.3	10506	Process claims	10506-ProcessClaims.mdx	Process	Claims	Manage and administer benefits
7.5.2.4	10507	Perform benefit reconciliation	10507-PerformBenefitReconciliation.mdx	Perform	Benefit Reconciliation	Manage and administer benefits
7.5.3.1	10508	Deliver programs to support work/life balance for employees	10508-DeliverProgramsToSupportWorkLifeBalanceForEmployees.mdx	Deliver	Programs To Support Work/life Balance For Employees	Manage employee assistance and retention
7.5.3.2	10509	Develop family support systems	10509-DevelopFamilySupportSystems.mdx	Develop	Family Support Systems	Manage employee assistance and retention
7.5.3.3	10510	Review retention and motivation indicators	10510-ReviewRetentionAndMotivationIndicators.mdx	Review	Retention And Motivation Indicators	Manage employee assistance and retention
7.5.3.4	10511	Review compensation plan	10511-ReviewCompensationPlan.mdx	Review	Compensation Plan	Manage employee assistance and retention
7.6.6.1	20133	Receive required resources/skills and capabilities	20133-ReceiveRequiredResourcesSkillsAndCapabilities.mdx	Receive	Required Resources/skills And Capabilities	Manage workforce scheduling
7.6.6.2	10517	Manage resource deployment	10517-ManageResourceDeployment.mdx	Manage	Resource Deployment	Manage workforce scheduling
7.6.7.1	10520	Manage expatriates	10520-ManageExpatriates.mdx	Manage	Expatriates	Relocate employees and manage assignments
8.1.1.1	20610	Understand IT customer communities	20610-UnderstandItCustomerCommunities.mdx	Understand	IT Customer Communities	Understand IT customer needs
8.1.1.2	20611	Assess IT customer operational capabilities	20611-AssessItCustomerOperationalCapabilities.mdx	Assess	IT Customer Operational Capabilities	Understand IT customer needs
8.1.2.1	20613	Understand business requirements for IT capabilities	20613-UnderstandBusinessRequirementsForItCapabilities.mdx	Understand	Business Requirements For IT Capabilities	Identify IT customer transformation needs
8.1.2.2	20614	Understand IT landscape	20614-UnderstandItLandscape.mdx	Understand	IT Landscape	Identify IT customer transformation needs
8.1.2.3	20615	Develop IT visioning	20615-DevelopItVisioning.mdx	Develop	IT Visioning	Identify IT customer transformation needs
8.1.2.4	20616	Outline IT service expectations	20616-OutlineItServiceExpectations.mdx	Outline	IT Service Expectations	Identify IT customer transformation needs
8.1.3.1	20618	Manage IT customer expectations	20618-ManageItCustomerExpectations.mdx	Manage	IT Customer Expectations	Plan and communicate IT services
8.1.3.2	20619	Define future IT services	20619-DefineFutureItServices.mdx	Define	Future IT Services	Plan and communicate IT services
8.1.3.3	20620	Determine  IT performance indicators	20620-DetermineItPerformanceIndicators.mdx	Determine	IT Performance Indicators	Plan and communicate IT services
8.1.3.4	20621	Create IT marketing messages	20621-CreateItMarketingMessages.mdx	Create	IT Marketing Messages	Plan and communicate IT services
8.1.3.5	20622	Create IT service marketing plan	20622-CreateItServiceMarketingPlan.mdx	Create	IT Service Marketing Plan	Plan and communicate IT services
8.1.4.1	20624	Develop IT transformation plans	20624-DevelopItTransformationPlans.mdx	Develop	IT Transformation Plans	Provide IT transformation guidance
8.1.4.2	20625	Collect IT customer requirements	20625-CollectItCustomerRequirements.mdx	Collect	IT Customer Requirements	Provide IT transformation guidance
8.1.4.3	20937	Analyze IT customer requirements	20937-AnalyzeItCustomerRequirements.mdx	Analyze	IT Customer Requirements	Provide IT transformation guidance
8.1.4.4	20626	Identify and prioritize IT opportunities	20626-IdentifyAndPrioritizeItOpportunities.mdx	Identify	And Prioritize IT Opportunities	Provide IT transformation guidance
8.1.4.5	20627	Facilitate solution design activities	20627-FacilitateSolutionDesignActivities.mdx	Facilitate	Solution Design Activities	Provide IT transformation guidance
8.1.4.6	20628	Prioritize IT outcomes	20628-PrioritizeItOutcomes.mdx	Prioritize	IT Outcomes	Provide IT transformation guidance
8.1.4.7	20629	Develop business cases	20629-DevelopBusinessCases.mdx	Develop	Business Cases	Provide IT transformation guidance
8.1.4.8	20630	Support business case	20630-SupportBusinessCase.mdx	Support	Business Case	Provide IT transformation guidance
8.1.4.9	20631	Develop transformation roadmap	20631-DevelopTransformationRoadmap.mdx	Develop	Transformation Roadmap	Provide IT transformation guidance
8.1.5.1	20633	Understand IT service requirements	20633-UnderstandItServiceRequirements.mdx	Understand	IT Service Requirements	Develop and manage IT service levels
8.1.5.2	20634	Forecast IT service demand	20634-ForecastItServiceDemand.mdx	Forecast	IT Service Demand	Develop and manage IT service levels
8.1.5.3	20635	Maintain IT services catalog	20635-MaintainItServicesCatalog.mdx	Maintain	IT Services Catalog	Develop and manage IT service levels
8.1.5.4	20636	Define service level agreement	20636-DefineServiceLevelAgreement.mdx	Define	Service Level Agreement	Develop and manage IT service levels
8.1.5.5	20637	Maintain IT customer contracts	20637-MaintainItCustomerContracts.mdx	Maintain	IT Customer Contracts	Develop and manage IT service levels
8.1.5.6	20638	Negotiate and establish service level agreements	20638-NegotiateAndEstablishServiceLevelAgreements.mdx	Negotiate	And Establish Service Level Agreements	Develop and manage IT service levels
8.1.5.7	20640	Develop and maintain improvement processes	20640-DevelopAndMaintainImprovementProcesses.mdx	Develop	And Maintain Improvement Processes	Develop and manage IT service levels
8.1.6.1	20642	Establish relationship management mechanisms	20642-EstablishRelationshipManagementMechanisms.mdx	Establish	Relationship Management Mechanisms	Manage IT customer relationships
8.1.6.2	20643	Understand IT customer strategy	20643-UnderstandItCustomerStrategy.mdx	Understand	IT Customer Strategy	Manage IT customer relationships
8.1.6.3	20644	Understand  IT customer environment	20644-UnderstandItCustomerEnvironment.mdx	Understand	IT Customer Environment	Manage IT customer relationships
8.1.6.4	20645	Communicate IT capabilities	20645-CommunicateItCapabilities.mdx	Communicate	IT Capabilities	Manage IT customer relationships
8.1.6.5	20646	Manage IT requirements	20646-ManageItRequirements.mdx	Manage	IT Requirements	Manage IT customer relationships
8.1.7.1	20649	Assess SLA compliance	20649-AssessSlaCompliance.mdx	Assess	SLA Compliance	Analyze service performance
8.1.7.2	20650	Triage SLA compliance issues	20650-TriageSlaComplianceIssues.mdx	Triage	SLA Compliance Issues	Analyze service performance
8.1.7.3	20647	Collect feedback about IT products and services	20647-CollectFeedbackAboutItProductsAndServices.mdx	Collect	Feedback About IT Products And Services	Analyze service performance
8.1.7.4	20938	Synthesize and distribute IT performance information	20938-SynthesizeAndDistributeItPerformanceInformation.mdx	Synthesize	And Distribute IT Performance Information	Analyze service performance
8.2.1.1	20654	Build and maintain IT strategic intelligence	20654-BuildAndMaintainItStrategicIntelligence.mdx	Build	And Maintain IT Strategic Intelligence	Define business technology and governance strategy
8.2.1.2	20655	Monitor and map current and emerging technologies	20655-MonitorAndMapCurrentAndEmergingTechnologies.mdx	Monitor	And Map Current And Emerging Technologies	Define business technology and governance strategy
8.2.1.3	20656	Define and communicate digital transformation strategy	20656-DefineAndCommunicateDigitalTransformationStrategy.mdx	Define	And Communicate Digital Transformation Strategy	Define business technology and governance strategy
8.2.1.4	20657	Develop IT strategic alignment	20657-DevelopItStrategicAlignment.mdx	Develop	IT Strategic Alignment	Define business technology and governance strategy
8.2.1.5	20658	Articulate IT alignment principles	20658-ArticulateItAlignmentPrinciples.mdx	Articulate	IT Alignment Principles	Define business technology and governance strategy
8.2.1.6	20659	Maintain IT strategic alignment	20659-MaintainItStrategicAlignment.mdx	Maintain	IT Strategic Alignment	Define business technology and governance strategy
8.2.2.1	20661	Establish and validate IT value criteria	20661-EstablishAndValidateItValueCriteria.mdx	Establish	And Validate IT Value Criteria	Manage IT portfolio strategy
8.2.2.2	20662	Determine IT portfolio investment balance	20662-DetermineItPortfolioInvestmentBalance.mdx	Determine	IT Portfolio Investment Balance	Manage IT portfolio strategy
8.2.2.3	20663	Evaluate  proposed IT investment projects	20663-EvaluateProposedItInvestmentProjects.mdx	Evaluate	Proposed IT Investment Projects	Manage IT portfolio strategy
8.2.2.4	20664	Prioritize IT projects	20664-PrioritizeItProjects.mdx	Prioritize	IT Projects	Manage IT portfolio strategy
8.2.2.5	20665	Align IT resources to strategic priorities	20665-AlignItResourcesToStrategicPriorities.mdx	Align	IT Resources To Strategic Priorities	Manage IT portfolio strategy
8.2.2.6	20667	Align IT portfolio to business objectives	20667-AlignItPortfolioToBusinessObjectives.mdx	Align	IT Portfolio To Business Objectives	Manage IT portfolio strategy
8.2.3.1	20670	Create and publish enterprise architecture principles	20670-CreateAndPublishEnterpriseArchitecturePrinciples.mdx	Create	And Publish Enterprise Architecture Principles	Define and maintain enterprise architecture
8.2.3.2	20671	Establish and operate enterprise architecture governance	20671-EstablishAndOperateEnterpriseArchitectureGovernance.mdx	Establish	And Operate Enterprise Architecture Governance	Define and maintain enterprise architecture
8.2.3.3	20672	Research technologies to innovate IT services and solutions	20672-ResearchTechnologiesToInnovateItServicesAndSolutions.mdx	Research	Technologies To Innovate IT Services And Solutions	Define and maintain enterprise architecture
8.2.3.4	20673	Provide input to definition and prioritization of IT projects	20673-ProvideInputToDefinitionAndPrioritizationOfItProjects.mdx	Provide	Input To Definition And Prioritization Of IT Projects	Define and maintain enterprise architecture
8.2.4.1	20675	Establish  IT service management strategy and goals	20675-EstablishItServiceManagementStrategyAndGoals.mdx	Establish	IT Service Management Strategy And Goals	Define IT service management strategy
8.2.4.2	20676	Identify  IT service operating and process requirements	20676-IdentifyItServiceOperatingAndProcessRequirements.mdx	Identify	IT Service Operating And Process Requirements	Define IT service management strategy
8.2.4.3	20677	Define IT service catalog	20677-DefineItServiceCatalog.mdx	Define	IT Service Catalog	Define IT service management strategy
8.2.4.4	20678	Establish IT service management framework	20678-EstablishItServiceManagementFramework.mdx	Establish	IT Service Management Framework	Define IT service management strategy
8.2.4.5	20679	Define and implement IT service management	20679-DefineAndImplementItServiceManagement.mdx	Define	And Implement IT Service Management	Define IT service management strategy
8.2.4.6	20680	Define and deploy support service management process tools and methods	20680-DefineAndDeploySupportServiceManagementProcessToolsAndMethods.mdx	Define	And Deploy Support Service Management Process Tools And Methods	Define IT service management strategy
8.2.4.7	20681	Monitor and report IT performance	20681-MonitorAndReportItPerformance.mdx	Monitor	And Report IT Performance	Define IT service management strategy
8.2.5.1	20683	Determine IT performance measures	20683-DetermineItPerformanceMeasures.mdx	Determine	IT Performance Measures	Control IT management system
8.2.5.2	20684	Define IT control points and assurance procedures governance model	20684-DefineItControlPointsAndAssuranceProceduresGovernanceModel.mdx	Define	IT Control Points And Assurance Procedures Governance Model	Control IT management system
8.2.5.3	20685	Monitor and analyze overall IT performance	20685-MonitorAndAnalyzeOverallItPerformance.mdx	Monitor	And Analyze Overall IT Performance	Control IT management system
8.2.5.4	20686	Monitor and analyze IT financial performance	20686-MonitorAndAnalyzeItFinancialPerformance.mdx	Monitor	And Analyze IT Financial Performance	Control IT management system
8.2.5.5	20687	Monitor and analyze IT value and benefits	20687-MonitorAndAnalyzeItValueAndBenefits.mdx	Monitor	And Analyze IT Value And Benefits	Control IT management system
8.2.5.6	20688	Optimize IT resource allocation	20688-OptimizeItResourceAllocation.mdx	Optimize	IT Resource Allocation	Control IT management system
8.2.5.7	20689	Manage IT projects and services interdependencies	20689-ManageItProjectsAndServicesInterdependencies.mdx	Manage	IT Projects And Services Interdependencies	Control IT management system
8.2.5.8	20690	Report  IT service and project performance	20690-ReportItServiceAndProjectPerformance.mdx	Report	IT Service And Project Performance	Control IT management system
8.2.5.9	20692	Select, deploy, and operate IT performance analytics tools	20692-SelectDeployAndOperateItPerformanceAnalyticsTools.mdx	Select,	Deploy, And Operate IT Performance Analytics Tools	Control IT management system
8.2.6.1	20694	Assess performance against IT service and project value criteria	20694-AssessPerformanceAgainstItServiceAndProjectValueCriteria.mdx	Assess	Performance Against IT Service And Project Value Criteria	Manage IT value portfolio
8.2.6.2	20695	Quantify value of IT service and project portfolio investments	20695-QuantifyValueOfItServiceAndProjectPortfolioInvestments.mdx	Quantify	Value Of IT Service And Project Portfolio Investments	Manage IT value portfolio
8.2.6.3	20696	Communicate business technology value contribution	20696-CommunicateBusinessTechnologyValueContribution.mdx	Communicate	Business Technology Value Contribution	Manage IT value portfolio
8.2.6.4	20697	Determine and implement IT portfolio adjustments	20697-DetermineAndImplementItPortfolioAdjustments.mdx	Determine	And Implement IT Portfolio Adjustments	Manage IT value portfolio
8.2.7.1	20700	Establish selection criteria for research initiatives	20700-EstablishSelectionCriteriaForResearchInitiatives.mdx	Establish	Selection Criteria For Research Initiatives	Define and manage technology innovation
8.2.7.2	20701	Analyze emerging technology concepts	20701-AnalyzeEmergingTechnologyConcepts.mdx	Analyze	Emerging Technology Concepts	Define and manage technology innovation
8.2.7.3	20702	Identify technology concepts and capabilities	20702-IdentifyTechnologyConceptsAndCapabilities.mdx	Identify	Technology Concepts And Capabilities	Define and manage technology innovation
8.2.7.4	20703	Execute IT research projects	20703-ExecuteItResearchProjects.mdx	Execute	IT Research Projects	Define and manage technology innovation
8.2.7.5	20939	Evaluate IT research project outcomes	20939-EvaluateItResearchProjectOutcomes.mdx	Evaluate	IT Research Project Outcomes	Define and manage technology innovation
8.2.7.6	20704	Identify and promote viable concepts	20704-IdentifyAndPromoteViableConcepts.mdx	Identify	And Promote Viable Concepts	Define and manage technology innovation
8.2.7.7	20705	Develop and plan  IT investment projects	20705-DevelopAndPlanItInvestmentProjects.mdx	Develop	And Plan IT Investment Projects	Define and manage technology innovation
8.3.1.1	20708	Determine and evaluate IT regulatory and audit requirements	20708-DetermineAndEvaluateItRegulatoryAndAuditRequirements.mdx	Determine	And Evaluate IT Regulatory And Audit Requirements	Develop IT compliance, risk, and security strategy
8.3.1.2	20940	Understand business unit risk tolerance	20940-UnderstandBusinessUnitRiskTolerance.mdx	Understand	Business Unit Risk Tolerance	Develop IT compliance, risk, and security strategy
8.3.1.3	20709	Establish IT risk tolerance	20709-EstablishItRiskTolerance.mdx	Establish	IT Risk Tolerance	Develop IT compliance, risk, and security strategy
8.3.1.4	20710	Establish risk ownership	20710-EstablishRiskOwnership.mdx	Establish	Risk Ownership	Develop IT compliance, risk, and security strategy
8.3.1.5	20711	Establish and maintain risk management roles	20711-EstablishAndMaintainRiskManagementRoles.mdx	Establish	And Maintain Risk Management Roles	Develop IT compliance, risk, and security strategy
8.3.1.6	20712	Establish compliance objectives	20712-EstablishComplianceObjectives.mdx	Establish	Compliance Objectives	Develop IT compliance, risk, and security strategy
8.3.1.7	20941	Identify systems to support compliance	20941-IdentifySystemsToSupportCompliance.mdx	Identify	Systems To Support Compliance	Develop IT compliance, risk, and security strategy
8.3.1.8	20713	Identify and evaluate IT risk	20713-IdentifyAndEvaluateItRisk.mdx	Identify	And Evaluate IT Risk	Develop IT compliance, risk, and security strategy
8.3.1.9	20714	Evaluate  IT-related risks resiliency	20714-EvaluateItRelatedRisksResiliency.mdx	Evaluate	IT-related Risks Resiliency	Develop IT compliance, risk, and security strategy
8.3.1.10	20715	Create IT risk mitigation strategies and approaches	20715-CreateItRiskMitigationStrategiesAndApproaches.mdx	Create	IT Risk Mitigation Strategies And Approaches	Develop IT compliance, risk, and security strategy
8.3.2.1	20717	Determine IT delivery resiliency	20717-DetermineItDeliveryResiliency.mdx	Determine	IT Delivery Resiliency	Develop IT resilience strategy
8.3.2.2	20718	Determine critical IT risks	20718-DetermineCriticalItRisks.mdx	Determine	Critical IT Risks	Develop IT resilience strategy
8.3.2.3	20719	Prioritize IT risks	20719-PrioritizeItRisks.mdx	Prioritize	IT Risks	Develop IT resilience strategy
8.3.2.4	20720	Establish mitigation approaches for IT risks	20720-EstablishMitigationApproachesForItRisks.mdx	Establish	Mitigation Approaches For IT Risks	Develop IT resilience strategy
8.3.3.1	20722	Evaluate enterprise regulatory and compliance obligations	20722-EvaluateEnterpriseRegulatoryAndComplianceObligations.mdx	Evaluate	Enterprise Regulatory And Compliance Obligations	Control IT risk, compliance, and security
8.3.3.2	20723	Analyze IT security threat impact	20723-AnalyzeItSecurityThreatImpact.mdx	Analyze	IT Security Threat Impact	Control IT risk, compliance, and security
8.3.3.3	20724	Create and maintain IT compliance requirements	20724-CreateAndMaintainItComplianceRequirements.mdx	Create	And Maintain IT Compliance Requirements	Control IT risk, compliance, and security
8.3.3.4	20942	Create and maintain IT security policies, standards, and procedures	20942-CreateAndMaintainItSecurityPoliciesStandardsAndProcedures.mdx	Create	And Maintain IT Security Policies, Standards, And Procedures	Control IT risk, compliance, and security
8.3.3.5	20725	Develop and deploy risk management training	20725-DevelopAndDeployRiskManagementTraining.mdx	Develop	And Deploy Risk Management Training	Control IT risk, compliance, and security
8.3.3.6	20726	Establish risk reporting capabilities and responsibilities	20726-EstablishRiskReportingCapabilitiesAndResponsibilities.mdx	Establish	Risk Reporting Capabilities And Responsibilities	Control IT risk, compliance, and security
8.3.3.7	20727	Establish communication standards	20727-EstablishCommunicationStandards.mdx	Establish	Communication Standards	Control IT risk, compliance, and security
8.3.3.8	20728	Conduct IT risk and threat assessments	20728-ConductItRiskAndThreatAssessments.mdx	Conduct	IT Risk And Threat Assessments	Control IT risk, compliance, and security
8.3.3.9	20729	Monitor and manage IT activity risk	20729-MonitorAndManageItActivityRisk.mdx	Monitor	And Manage IT Activity Risk	Control IT risk, compliance, and security
8.3.3.10	20730	Identify, supervise and monitor IT risk mitigation measures	20730-IdentifySuperviseAndMonitorItRiskMitigationMeasures.mdx	Identify,	Supervise And Monitor IT Risk Mitigation Measures	Control IT risk, compliance, and security
8.3.4.1	20732	Evaluate IT continuity	20732-EvaluateItContinuity.mdx	Evaluate	IT Continuity	Plan and manage IT continuity
8.3.4.2	20733	Identify IT continuity gaps	20733-IdentifyItContinuityGaps.mdx	Identify	IT Continuity Gaps	Plan and manage IT continuity
8.3.4.3	20734	Manage IT business continuity	20734-ManageItBusinessContinuity.mdx	Manage	IT Business Continuity	Plan and manage IT continuity
8.3.5.1	20736	Assess IT regulatory and confidentiality requirements and policies	20736-AssessItRegulatoryAndConfidentialityRequirementsAndPolicies.mdx	Assess	IT Regulatory And Confidentiality Requirements And Policies	Develop and manage IT security, privacy, and data protection
8.3.5.2	20737	Create IT security, privacy, and data protection risk governance	20737-CreateItSecurityPrivacyAndDataProtectionRiskGovernance.mdx	Create	IT Security, Privacy, And Data Protection Risk Governance	Develop and manage IT security, privacy, and data protection
8.3.5.3	20738	Define IT data security and privacy policies, standards, and procedures	20738-DefineItDataSecurityAndPrivacyPoliciesStandardsAndProcedures.mdx	Define	IT Data Security And Privacy Policies, Standards, And Procedures	Develop and manage IT security, privacy, and data protection
8.3.5.4	20739	Review and monitor physical and logical IT data security measures	20739-ReviewAndMonitorPhysicalAndLogicalItDataSecurityMeasures.mdx	Review	And Monitor Physical And Logical IT Data Security Measures	Develop and manage IT security, privacy, and data protection
8.3.5.5	20740	Review and monitor application security controls	20740-ReviewAndMonitorApplicationSecurityControls.mdx	Review	And Monitor Application Security Controls	Develop and manage IT security, privacy, and data protection
8.3.5.6	20741	Review and monitor IT physical environment security controls	20741-ReviewAndMonitorItPhysicalEnvironmentSecurityControls.mdx	Review	And Monitor IT Physical Environment Security Controls	Develop and manage IT security, privacy, and data protection
8.3.5.7	20742	Monitor/analyze network intrusion detection data and resolve threats	20742-MonitorAnalyzeNetworkIntrusionDetectionDataAndResolveThreats.mdx	Monitor/analyze	Network Intrusion Detection Data And Resolve Threats	Develop and manage IT security, privacy, and data protection
8.3.6.1	20744	Conduct projects to enhance IT compliance and remediate risk	20744-ConductProjectsToEnhanceItComplianceAndRemediateRisk.mdx	Conduct	Projects To Enhance IT Compliance And Remediate Risk	Conduct and analyze IT compliance assessments
8.3.6.2	20745	Conduct IT compliance control auditing of internal and external services	20745-ConductItComplianceControlAuditingOfInternalAndExternalServices.mdx	Conduct	IT Compliance Control Auditing Of Internal And External Services	Conduct and analyze IT compliance assessments
8.3.6.3	20746	Perform IT compliance reporting	20746-PerformItComplianceReporting.mdx	Perform	IT Compliance Reporting	Conduct and analyze IT compliance assessments
8.3.6.4	20747	Identify and escalate IT compliance issues and remediation requirements	20747-IdentifyAndEscalateItComplianceIssuesAndRemediationRequirements.mdx	Identify	And Escalate IT Compliance Issues And Remediation Requirements	Conduct and analyze IT compliance assessments
8.3.6.5	20748	Support external audits and reports	20748-SupportExternalAuditsAndReports.mdx	Support	External Audits And Reports	Conduct and analyze IT compliance assessments
8.3.7.1	20750	Conduct IT resilience improvement projects	20750-ConductItResilienceImprovementProjects.mdx	Conduct	IT Resilience Improvement Projects	Develop and execute IT resilience and continuity operations
8.3.7.2	20751	Develop, document, and maintain IT business continuity planning	20751-DevelopDocumentAndMaintainItBusinessContinuityPlanning.mdx	Develop,	Document, And Maintain IT Business Continuity Planning	Develop and execute IT resilience and continuity operations
8.3.7.3	20752	Implement and enforce change control procedures	20752-ImplementAndEnforceChangeControlProcedures.mdx	Implement	And Enforce Change Control Procedures	Develop and execute IT resilience and continuity operations
8.3.7.4	20753	Execute recurring IT service provider business continuity	20753-ExecuteRecurringItServiceProviderBusinessContinuity.mdx	Execute	Recurring IT Service Provider Business Continuity	Develop and execute IT resilience and continuity operations
8.3.7.5	20754	Provide  IT resilience training	20754-ProvideItResilienceTraining.mdx	Provide	IT Resilience Training	Develop and execute IT resilience and continuity operations
8.3.7.6	20755	Execute recurring IT business operations continuity	20755-ExecuteRecurringItBusinessOperationsContinuity.mdx	Execute	Recurring IT Business Operations Continuity	Develop and execute IT resilience and continuity operations
8.3.8.1	20757	Support integration of identity and authorization policies	20757-SupportIntegrationOfIdentityAndAuthorizationPolicies.mdx	Support	Integration Of Identity And Authorization Policies	Manage IT user identity and authorization
8.3.8.2	20758	Manage IT user directory	20758-ManageItUserDirectory.mdx	Manage	IT User Directory	Manage IT user identity and authorization
8.3.8.3	20759	Manage IT user authorization	20759-ManageItUserAuthorization.mdx	Manage	IT User Authorization	Manage IT user identity and authorization
8.3.8.4	20760	Manage IT user authentication mechanisms	20760-ManageItUserAuthenticationMechanisms.mdx	Manage	IT User Authentication Mechanisms	Manage IT user identity and authorization
8.3.8.5	20761	Audit IT user identity and authorization systems	20761-AuditItUserIdentityAndAuthorizationSystems.mdx	Audit	IT User Identity And Authorization Systems	Manage IT user identity and authorization
8.3.8.6	20762	Respond to IT information security and network breaches	20762-RespondToItInformationSecurityAndNetworkBreaches.mdx	Respond	To IT Information Security And Network Breaches	Manage IT user identity and authorization
8.3.8.7	20763	Conduct penetration testing	20763-ConductPenetrationTesting.mdx	Conduct	Penetration Testing	Manage IT user identity and authorization
8.3.8.8	20764	Audit integration of user identity and authorization systems	20764-AuditIntegrationOfUserIdentityAndAuthorizationSystems.mdx	Audit	Integration Of User Identity And Authorization Systems	Manage IT user identity and authorization
8.4.1.1	20767	Establish data, information, and analytic objectives	20767-EstablishDataInformationAndAnalyticObjectives.mdx	Establish	Data, Information, And Analytic Objectives	Define business information and analytics strategy
8.4.1.2	20768	Establish data, information, and analytic governance	20768-EstablishDataInformationAndAnalyticGovernance.mdx	Establish	Data, Information, And Analytic Governance	Define business information and analytics strategy
8.4.1.3	20769	Access IT data/analytic capabilities	20769-AccessItDataAnalyticCapabilities.mdx	Access	IT Data/analytic Capabilities	Define business information and analytics strategy
