industry	pcfId	hierarchyId	crossIndustryName	industryName
education	10817	8.3.1.3	Set and enforce approval limits	Set up and enforce approval limits
education	10822	8.3.2.4	Process period end adjustments	Process period-end adjustments (e.g., accruals and currency conversions, etc.)
education	10823	8.3.2.5	Post and reconcile intercompany transactions	Post and reconcile interagency transactions
education	10749	8.3.3	Perform fixed-asset accounting	Perform fixed asset accounting (facilities)
education	10828	8.3.3.1	Establish fixed-asset policies and procedures	Establish fixed asset policies and procedures
education	10829	8.3.3.2	Maintain fixed-asset master data files	Maintain fixed asset master data files
education	10830	8.3.3.3	Process and record fixed-asset additions and retires	Process and record fixed asset additions and retires
education	10831	8.3.3.4	Process and record fixed-asset adjustments, enhancements, revaluations, and transfers	Process and record fixed asset adjustments, enhancements, revaluations, and transfers
education	10832	8.3.3.5	Process and record fixed-asset maintenance and repair expenses	Process and record fixed asset maintenance and repair expenses
education	10834	8.3.3.7	Reconcile fixed-asset ledger	Reconcile fixed asset ledger
education	10835	8.3.3.8	Track fixed-assets including physical inventory	Track fixed assets including physical inventory
education	10836	8.3.3.9	Provide fixed-asset data to support tax, statutory, and regulatory reporting	Provide fixed asset data to support tax, statutory, and regulatory reporting
education	10837	8.3.4.1	Prepare business unit financial statements	Prepare departmental financial statements
education	10839	8.3.4.3	Perform business unit reporting/review management reports	Perform departmental reporting/ review management reports
education	10840	8.3.4.4	Perform consolidated reporting/review of cost management reports	Perform consolidated reporting/ review of cost management reports
education	10841	8.3.4.5	Prepare statements for board review	Prepare statements for board
education	10842	8.3.4.6	Produce quarterly/annual filings and shareholder reports	Produce quarterly/annual filings and public reports
education	10731	8.4	Manage fixed-asset project accounting	Manage fixed assets budgets
education	10846	8.4.1.3	Review and approve capital projects and fixed-asset acquisitions	Review and approve capital projects and fixed asset acquisitions
education	10847	8.4.1.4	Conduct financial justification for project approval	Perform justification for bond/ project approval
education	10851	8.4.2.4	Close/capitalize projects	Close/Capitalize projects
education	10852	8.4.2.5	Measure financial returns on completed capital projects	Measure variance in budgeted and actual expenditure on completed capital projects
education	10854	8.5.1.2	Collect and record employee time worked	Collect and record employee time information
education	10856	8.5.1.4	Monitor regular, overtime, and other hours	Monitor regular overtime and other hours
education	10858	8.5.2.1	Enter employee time worked into payroll system	Enter employee time into payroll system
education	10864	8.5.2.7	Process period-end adjustments	Process end-of-period adjustments
education	10755	8.5.3	Manage and process payroll taxes	Process payroll taxes
education	10871	8.6.1.3	Audit invoices and key data in AP system	Audit invoices and key data into AP system
education	10874	8.6.1.6	Process payables taxes	Process payable taxes
education	10884	8.6.2.5	Manage personnel accounts	Manage personal accounts
education	11208	8.7.4	Monitor and execute risk and hedging transactions	Monitor and execute risk
education	11209	8.7.4.1	Manage interest rate risk	Manage interest-rate risk
education	10914	8.8.1.1	Establish board of directors and audit committee	Establish board audit committee
education	10925	8.8.3.3	Report to third parties	Report to third parties (e.g., board)
education	19207	9.0	Acquire, Construct, and Manage Assets	Acquire, Construct, and Manage Facilities
education	10937	9.1	Plan and acquire assets	Design and construct/acquire capital assets
education	10941	9.1.1	Develop property strategy and long term vision	Develop capital improvement plan and long-term vision
education	10955	9.1.1.1	Confirm alignment of property requirements with business strategy	Confirm alignment of property requirements with district strategy
education	10957	9.1.1.3	Determine build, buy, or lease decision	Make build-or-buy decision
education	10944	9.1.4	Provide workspace and facilities	Provide facilities
education	10963	9.1.4.1	Acquire workspace and facilities	Acquire facilities and furnishings
education	10964	9.1.4.2	Change fit/form/function of workspace and facilities	Change fit/form/function of facilities and furnishings
education	10966	9.2.5.2	Relocate material and tools	Relocate materials, supplies, and furnishings
education	10967	9.3.1.1	Analyze assets and predict maintenance requirements	Analyze assets, and predict maintenance requirements
education	10968	9.3.1.2	Integrate preventive maintenance into operations schedule	Develop approach to integrate preventive maintenance into production schedule
education	10952	9.4	Develop exit strategy	Dispose of facilities and assets
education	19258	9.4.1	Decommission productive assets	Develop disposition strategy
education	19245	9.6	Manage asset maintenance	Maintain grounds
education	19246	9.6.1	Schedule maintenance work	Plan and develop maintenance schedules
education	19252	9.6.3	Monitor maintenance performance against targets/contracts	Monitor quality of service
education	16437	10.0	Manage Enterprise Risk, Compliance, Remediation, and Resiliency	Manage Enterprise Risk, Compliance, and Continuity of Operations (Resiliency)
education	16448	10.1.2.3	Develop risk mitigation and management strategy and integrate with existing performance management processes	Develop risk mitigation and management strategy, and integrate with existing performance management processes
education	16449	10.1.2.4	Verify business unit and functional risk mitigation plans are implemented	Verify risk mitigation plans are implemented
education	16450	10.1.2.5	Ensure risks and risk mitigation actions are monitored	Monitor risks and risk mitigation action
education	16452	10.1.3	Coordinate business unit and functional risk management activities	Coordinate department/campus and functional risk management activities
education	16453	10.1.3.1	Ensure that each business unit/function follows the enterprise risk management process	Monitor that each department, campus, and function follows the enterprise risk management process
education	16454	10.1.3.2	Ensure that each business unit/function follows the enterprise risk reporting process	Monitor that each department, campus, and function follows the enterprise risk reporting process
education	17462	10.1.4	Manage business unit and function risk	Manage department, campus, and function risk
education	16464	10.2.2.1	Develop regulatory compliance procedures	Develop the regulatory compliance strategy
education	16467	10.2.2.4	Assess current compliance position and identify weaknesses or shortfalls therein	Assess current compliance position, and identify weaknesses or shortfalls
education	16468	10.2.2.5	Implement missing or stronger regulatory compliance controls and policies	Implement missing or stronger regulatory compliance controls and policies 22 Permission granted to photocopy for personal use. ©2014 APQC. ALL RIGHTS RESERVED.
education	16469	10.2.2.6	Monitor and test regulatory compliance position and existing controls	Monitor and test, on an ongoing and scheduled basis, regulatory compliance position and existing controls, defining controls that should be added, removed, or modified as required
education	11203	10.4.3	Identify/dedicate resources	Identify/Dedicate resources
education	11035	11.1.1	Plan, build, and manage lender relations	Plan, build, and manage relations with federal, state, and local funding entities
education	11036	11.1.2	Plan, build, and manage analyst relations	Plan, build, and manage financial analyst/ratings relations
education	11037	11.1.3	Communicate with shareholders	Communicate with stakeholders
education	11011	11.2	Manage government and industry relationships	Manage government and other district relationships
education	11040	11.2.3	Manage relations with trade or industry groups	Manage relations with associations, stakeholder, and education groups
education	11012	11.3	Manage relations with board of directors	Manage relations with Board of Trustees/ Education
education	11043	11.3.2	Report audit findings	Address audit findings
education	11045	11.4.2	Manage corporate governance policies	Manage district governance policies
education	11046	11.4.3	Develop and perform preventive law programs	Develop and perform preventative law programs
education	11060	11.4.5.5	Process payment for legal services	Process pay for legal services
education	11062	11.4.6.1	Manage copyrights, patents, and trademarks	Manage copyrights and patents
education	11050	11.4.7	Resolve disputes and litigations	Resolve grievances and litigations
education	11052	11.4.9	Negotiate and document agreements/contracts	Negotiate and document agreements/ contracts
education	11069	11.5.6	Create press releases	Create news releases
education	11070	11.5.7	Issue press releases	Issue news releases
education	10013	12.0	Develop and Manage Business Capabilities	Develop and Manage District Capabilities
education	16378	12.1	Manage business processes	Manage educational programs, support services, and operational processes
education	16383	12.1.1.3	Perform process governance activities	Conduct process governance activities
education	16390	12.1.3.3	Model and document processes	Map processes
education	16394	12.1.4.2	Support process execution	Support process implementation
education	16400	12.2	Manage portfolio, program, and project	Manage district projects and programs
education	16401	12.2.1	Manage portfolio	Manage educational, support services, and operational program strategy
education	16402	12.2.1.1	Establish portfolio strategy	Establish educational, support services, and operational program strategy
education	16403	12.2.1.2	Define portfolio governance	Define educational, support services, and operational program governance
education	16404	12.2.1.3	Monitor and control portfolio	Monitor and control educational, support services, and operational programs
education	16405	12.2.2	Manage programs	Manage educational, support services, and operational programs
education	16408	12.2.2.3	Manage program execution	Manage program implementation
education	11120	12.2.3.1.5	Create business case	Create project rationale and obtain funding
education	16414	12.2.3.3	Execute projects	Implement projects
education	11141	12.4.1.4	Identify change champion(s)	Engage/Identify champion
education	11147	12.4.1.9.1	Assess cultural context	Assess cultural issues
education	11157	12.4.2.6	Establish change adoption measures	Establish change adoption metrics
education	11136	12.4.3	Implement change	Implement the change
education	11161	12.4.3.2	Reengineer business processes and systems	Reengineer educational support and operational processes and systems
education	11100	12.5.1.1	Develop governance model with roles and accountability	Develop governance model
education	11102	12.5.1.3	Define roles and accountability of core group versus operating units	Define roles and accountability of the core group versus departments/campuses
education	11109	12.5.1.9.1	Develop strategic measures and indicators	Develop strategic measures and indicator
education	11075	12.6.1.1	Define enterprise measurement models	Create enterprise measurement systems model
education	11085	12.6.2.3	Conduct internal and external benchmarking	Conduct internal process and external competitive benchmarking
education	11087	12.6.2.4	Conduct gap analysis	Conduct gap analysis to understand need for change and degree needed
education	20147	12.6.3	Evaluate performance	Evaluate process performance
education	10270	12.6.3.1	Establish performance indicators (measures)	Establish appropriate performance indicators (metrics)
education	10274	12.6.3.6	Analyze performance	Analyze performance against benchmark data
education	10275	12.6.3.7	Prepare performance reports	Prepare reports
education	11181	12.7.2	Develop EHS program	Develop and execute functional EHS program
education	11195	12.7.4.5	Provide EHS support	Provide employees with EHS support
education	20959	12.8	Develop, manage, and deliver analytics	Develop, Manage, and Deliver Analytics
education	20963	12.8.4	Report on analysis	Report on data
healthcare-provider	17040	1.1	Define the business concept and long-term vision	Define the long-term vision and values
healthcare-provider	10023	1.1.1.6	Identify political and regulatory factors	Identify political and regulatory issues
healthcare-provider	10024	1.1.1.7	Assess new technologies	Assess new technology innovations
healthcare-provider	10027	1.1.1.10	Identify environmental factors	Identify ecological concerns
healthcare-provider	16790	1.1.1.11	Evaluate intellectual property	Identify intellectual property concerns
healthcare-provider	10038	1.2.3	Define and evaluate strategic options to achieve the mission	Define and evaluate strategic options to achieve the objectives
healthcare-provider	19952	1.2.3.12	Develop innovation strategy	Develop innovation strategy and framework
healthcare-provider	10039	1.2.4	Set/Develop long-term enterprise strategy	Select long-term business strategy
healthcare-provider	10040	1.2.5	Coordinate and align cross-functional and process strategies	Coordinate and align functional and process strategies
healthcare-provider	10042	1.2.7	Develop and set organizational objectives	Develop and set organizational goals
healthcare-provider	19953	1.2.7.1	Identify organizational objectives	Identify organizational goals
healthcare-provider	19955	1.2.7.3	Monitor performance against objective	Monitor performance against goals
healthcare-provider	19958	1.2.8.3	Refine business unit strategies in support of organizational strategy	Refine business unit strategies in support of company strategy
healthcare-provider	10016	1.3	Develop and measure strategic initiatives	Execute and measure strategic initiatives
healthcare-provider	10003	2.0	Develop and Manage Products and Services	Develop and Manage Health Care Services
healthcare-provider	19696	2.1	Govern and manage product/service development program	Govern and manage service development program
healthcare-provider	10061	2.1.1	Manage product and service portfolio	Manage service portfolio
healthcare-provider	10063	2.1.1.1	Evaluate performance of existing products/services against market opportunities	Evaluate performance of existing services against market opportunities and evidence-based medicine
healthcare-provider	10066	2.1.1.2	Confirm alignment of product/service concepts with business strategy	Confirm alignment of service concepts with business strategy
healthcare-provider	10074	2.1.1.3	Prioritize and select new product/service concepts	Prioritize and select new service concepts
healthcare-provider	10075	2.1.1.5	Specify development timing targets	Specify development timelines and key milestones
healthcare-provider	10076	2.1.1.6	Plan for product/service offering modifications	Plan for service offering modifications
healthcare-provider	10067	2.1.2	Manage product and service life cycle	Manage service life cycle
healthcare-provider	16824	2.1.2.1	Develop plan for new product/service development and introduction/launch	Develop plan for new service development and introduction/launch
healthcare-provider	10077	2.1.2.2	Introduce new products/services	Go-live with new services
healthcare-provider	10078	2.1.2.3	Retire outdated products/services	Phase out outdated services
healthcare-provider	11426	2.1.2.5.5	Review quality and performance of the product/service	Review quality and performance of the service
healthcare-provider	11746	2.1.4.6	Manage product/material classification	Manage material classification
healthcare-provider	19698	2.2	Generate and define new product/service ideas	Generate and define new service ideas
healthcare-provider	10070	2.2.2.1	Identify new technologies	Identify new or improved medical therapies, diagnostics and treatments
healthcare-provider	10071	2.2.2.2	Develop new technologies	Develop new medical therapies, diagnostics, and treatments
healthcare-provider	10072	2.2.2.3	Assess feasibility of integrating new leading technologies into product/service concepts	Assess feasibility of integrating new medical therapies, diagnostics, and treatments service offerings
healthcare-provider	19669	2.2.3	Generate new product/service concepts	Generate new service concepts
healthcare-provider	19986	2.2.3.1	Gather new product/service ideas and requirements	Gather new service ideas and requirements
healthcare-provider	19987	2.2.3.2	Analyze new product/service ideas and requirements	Analyze new service ideas and requirements
healthcare-provider	19988	2.2.3.3	Evaluate new product/service inputs and requirements	Evaluate new service inputs and requirements
healthcare-provider	19989	2.2.3.4	Formulate new product/service concepts	Formulate new service concepts
healthcare-provider	10068	2.2.3.5	Identify potential improvements to existing products and services	Identify potential improvements to existing services
healthcare-provider	19990	2.2.4	Define product/service development requirements	Define service development requirements
healthcare-provider	11331	2.2.4.1	Define product/service requirements	Define service requirements
healthcare-provider	17389	2.2.4.3	Identify product/service bundling opportunities	Identify service bundling opportunities
healthcare-provider	10062	2.3	Develop products and services	Develop services
healthcare-provider	19993	2.3.1	Design and prototype products and services	Design, build business case, and evaluate services
healthcare-provider	10083	2.3.1.1	Assign resources to product/service project	Assign resources to service project
healthcare-provider	10084	2.3.1.2	Prepare high-level business case and technical assessment	Prepare high-level business case, technical, and process assessments
healthcare-provider	10085	2.3.1.3	Develop product/service design specifications	Develop service market, regulatory, and process specifications
healthcare-provider	10086	2.3.1.4	Document design specifications	Document service market, regulatory, and process specifications
healthcare-provider	10090	2.3.1.11	Conduct in-house product/service testing and evaluate feasibility	Conduct in-house service testing and evaluate feasibility
healthcare-provider	19996	2.3.2	Test market for new or revised products and services	Test market for new or revised services
healthcare-provider	10094	2.3.2.2	Conduct customer tests and interviews	Conduct patient tests, interviews, and focus groups
healthcare-provider	10095	2.3.2.3	Finalize product/service characteristics and business cases	Finalize service characteristics, business cases, and future state processes
healthcare-provider	10096	2.3.2.4	Finalize technical requirements	Finalize regulatory, technical, and process requirements
healthcare-provider	10097	2.3.3.2	Identify requirements for changes to manufacturing/delivery processes	Identify requirements for changes to delivery processes
healthcare-provider	10004	3.0	Market and Sell Products and Services	Market Health Care Services
healthcare-provider	10101	3.1	Understand markets, customers, and capabilities	Understand patients, markets, and capabilities
healthcare-provider	10106	3.1.1	Perform customer and market intelligence analysis	Perform patient and market intelligence analysis
healthcare-provider	10108	3.1.1.1	Conduct customer and market research	Conduct patient and market research
healthcare-provider	10114	3.1.1.1.1	Understand consumer needs and historical behaviors	Understand patient needs and predict patient purchasing behavior
healthcare-provider	10109	3.1.1.2	Identify market segments	Identify patient and market segments
healthcare-provider	10111	3.1.1.5	Analyze competing organizations, competitive/substitute products/services	Analyze competing organizations, competitive/substitute services
healthcare-provider	10112	3.1.1.6	Evaluate existing products/services	Evaluate existing services/brands
healthcare-provider	10120	3.1.2.5.1	Test with customers/consumers	Test with patients
healthcare-provider	11168	3.2.1	Define offering and customer value proposition	Define offering, patient, and referral value proposition
healthcare-provider	10124	3.2.2.2	Establish guidelines for applying pricing and discounting of products/services	Establish guidelines for applying pricing of services
healthcare-provider	16573	3.2.4.1	Establish channel-specific measures and targets	Establish channel-specific metrics and targets
healthcare-provider	16500	3.2.4.4	Analyze channel performance	Analyze performance
healthcare-provider	16501	3.2.4.5	Develop plan for channel improvements	Develop plan for improvements
healthcare-provider	10148	3.3.1	Establish goals, objectives, and measures for products/services by channel/segment	Establish goals, objectives, and metrics for services by channels/segments
healthcare-provider	10163	3.3.3.3	Determine pricing based on volume/unit forecast	Determine pricing based on volume/unit forecast, government mandate, and commercial negotiations
healthcare-provider	10172	3.3.4.8	Incorporate learning into future/planned consumer promotions	Incorporate learning into future/planned promotions
healthcare-provider	10153	3.3.5	Track customer management measures	Track patient management measures
healthcare-provider	10173	3.3.5.1	Determine customer lifetime value	Determine patient loyalty/lifetime value
healthcare-provider	10174	3.3.5.2	Analyze customer revenue trend	Analyze patient revenue trend
healthcare-provider	10175	3.3.5.3	Analyze customer attrition and retention rates	Analyze patient attrition and retention rates
healthcare-provider	10176	3.3.5.4	Analyze customer metrics	Analyze patient metrics
healthcare-provider	10177	3.3.5.5	Revise customer strategies, objectives, and plans based on metrics	Revise patient strategies, objectives, and plans based on metrics
healthcare-provider	16629	3.3.8	Manage product marketing material	Manage product marketing content
healthcare-provider	10132	3.4.4	Establish sales goals and measures	Establish referral goals and measures
healthcare-provider	10133	3.4.5	Establish customer management measures	Establish referral management measures
healthcare-provider	10105	3.5	Develop and manage sales plans	Develop and manage business development plans
healthcare-provider	10182	3.5.1	Manage leads/opportunities	Generate leads
healthcare-provider	10188	3.5.1.1	Identify potential customers	Identify potential referrals
healthcare-provider	10184	3.5.1.8	Manage customer sales calls	Manage referral marketing
healthcare-provider	10190	3.5.1.8.1	Perform sales calls	Perform referral generation calls
healthcare-provider	10193	3.5.1.8.5	Record outcome of sales process	Record outcome of referral process
healthcare-provider	10183	3.5.2	Manage customers and accounts	Manage referrals and accounts
healthcare-provider	11173	3.5.2.2	Develop sales/key account plan	Develop key account plan
healthcare-provider	11174	3.5.2.4	Manage customer relationships	Manage referral relationships
healthcare-provider	14208	3.5.2.5	Manage customer master data	Manage referral master data
healthcare-provider	10221	4.2.1	Develop production and materials strategies	Develop supply chain strategies
healthcare-provider	10229	4.2.1.1	Define manufacturing goals	Define supply chain goals
healthcare-provider	10230	4.2.1.2	Define labor and materials policies	Define material policies
healthcare-provider	10234	4.2.1.7	Define production network and supply constraints	Define supply constraints
healthcare-provider	10243	4.2.3.2	Collaborate with supplier and contract manufacturers	Collaborate with suppliers and contract manufacturers
healthcare-provider	10253	4.2.4.2	Determine finished goods inventory requirements at destination	Determine product inventory requirements at destination
healthcare-provider	10258	4.2.4.8	Calculate and optimize destination dispatch plan	Calculate destination dispatch plan
healthcare-provider	10260	4.2.4.10	Calculate and optimize destination load plans	Calculate destination load plans
healthcare-provider	10216	4.3	Procure materials and services	Procure materials
healthcare-provider	10285	4.3.1.6	Analyze organization’s spend profile	Analyze organization's spend profile
healthcare-provider	10294	4.3.4.3	Solicit supplier quotes	Solicit/Track vendor quotes
healthcare-provider	10300	4.3.5.2	Prepare/Analyze procurement and supplier performance	Prepare/Analyze procurement and vendor performance
healthcare-provider	10315	4.4.1.5	Plan for preventive maintenance	Schedule preventive (planned) maintenance (preventive maintenance orders)
healthcare-provider	10316	4.4.1.6	Request unplanned maintenance	Schedule requested (unplanned) maintenance (work order cycle)
healthcare-provider	12708	4.5.2.5	Determine quality of controlled part	Control quality of returned parts
healthcare-provider	20109	4.5.2.6	Manage disposition of returned products	Salvage or repair returned products
healthcare-provider	10353	4.5.3.1	Manage and track inventory deployment	Track inventory deployment
healthcare-provider	10378	6.1	Develop customer service strategy	Develop customer care/customer service strategy
healthcare-provider	20089	6.1.6	Define warranty claims	Define warranty offering
healthcare-provider	10423	7.1.2.1	Perform workforce planning	Gather skill requirements according to corporate strategy and market environment
healthcare-provider	10424	7.1.2.2	Perform operational workforce planning	Plan employee resourcing requirements per business unit/organization
healthcare-provider	10425	7.1.2.3	Develop compensation strategy	Develop compensation plan
healthcare-provider	10210	7.1.2.3.1	Establish incentive strategy	Establish incentive plan
healthcare-provider	10427	7.1.2.6	Develop diversity, equity, and inclusion plan	Develop employee diversity plan
healthcare-provider	11622	7.1.2.7	Design talent development program	Develop training program
healthcare-provider	11623	7.1.2.8	Design talent acquisition program	Develop recruitment program
healthcare-provider	20599	7.3	Manage employee onboarding, training, and development	Manage employee on-boarding, development, and training
healthcare-provider	10474	7.3.1.1	Create/maintain employee onboarding program	Create/maintain employee on-boarding program
healthcare-provider	11243	7.3.1.2	Evaluate the effectiveness of the employee onboarding program	Evaluate the effectiveness of the employee on-boarding program
healthcare-provider	17050	7.3.1.3	Execute onboarding program	Execute on-boarding program
healthcare-provider	10472	7.3.3	Manage employee career development	Manage employee development
healthcare-provider	16940	7.3.4.2	Define employee competencies and skills	Define employee competencies
healthcare-provider	10491	7.3.4.3	Align learning programs with competencies and skills	Align learning programs with competencies
healthcare-provider	10526	7.8.5	Develop and manage employee measures	Develop and manage employee metrics
healthcare-provider	20620	8.1.3.3	Determine IT performance indicators	Determine  IT performance indicators
healthcare-provider	20644	8.1.6.3	Understand IT customer environment	Understand  IT customer environment
healthcare-provider	20663	8.2.2.3	Evaluate proposed IT investment projects	Evaluate  proposed IT investment projects
healthcare-provider	20675	8.2.4.1	Establish IT service management strategy and goals	Establish  IT service management strategy and goals
healthcare-provider	20676	8.2.4.2	Identify IT service operating and process requirements	Identify  IT service operating and process requirements
healthcare-provider	20690	8.2.5.8	Report IT service and project performance	Report  IT service and project performance
healthcare-provider	20705	8.2.7.7	Develop and plan IT investment projects	Develop and plan  IT investment projects
healthcare-provider	20714	8.3.1.9	Evaluate IT-related risks resiliency	Evaluate  IT-related risks resiliency
healthcare-provider	20754	8.3.7.5	Provide IT resilience training	Provide  IT resilience training
healthcare-provider	20774	8.4.2.4	Establish data ownership and stewardship responsibilities	Establish  data ownership and stewardship responsibilities
healthcare-provider	20779	8.4.4	Manage business information	Manage business information content
healthcare-provider	10775	9.1.2.3	Perform cost of sales analysis	Perform cost of patient referral analysis
healthcare-provider	10776	9.1.2.4	Perform product costing	Perform service costing
healthcare-provider	10782	9.1.4.1	Assess customer and product profitability	Assess patient and service profitability
healthcare-provider	10783	9.1.4.2	Evaluate new products	Evaluate new services
healthcare-provider	10785	9.1.4.4	Optimize customer and product mix	Optimize payor and service mix
healthcare-provider	10786	9.1.4.5	Track performance of new-customer and product strategies	Track performance of new- patient and service strategies
healthcare-provider	10743	9.2.2	Invoice customer	Invoice the payor(s)
healthcare-provider	10794	9.2.2.1	Maintain customer/product master files	Maintain patient master files
healthcare-provider	10796	9.2.2.6	Transmit billing data to customers	Transmit the bill to the payor
healthcare-provider	10798	9.2.2.7	Resolve customer billing inquiries	Resolve payor billing inquiries
healthcare-provider	10747	9.4.1	Manage financial policies and procedures	Manage policies and procedures
healthcare-provider	10957	10.1.1.3	Determine build, buy, or lease decision	Determine build or buy decision
healthcare-provider	19209	10.2.1	Manage capital program for assets	Manage capital program for productive assets
healthcare-provider	19238	10.3	Maintain assets	Maintain productive assets
healthcare-provider	11120	13.2.3.1.4	Create business case	Create business case and obtain funding
healthcare-provider	11147	13.5.1.10	Assess cultural context	Assess cultural issues
healthcare-provider	11157	13.5.2.7	Establish change adoption measures	Establish change adoption metrics
healthcare-provider	11075	13.7.1.1	Define enterprise measurement models	Create enterprise measurement systems model
healthcare-provider	11085	13.7.2.3	Conduct internal and external benchmarking	Conduct internal process and external competitive benchmarking
healthcare-provider	20147	13.7.3	Evaluate performance	Evaluate process performance
healthcare-provider	10270	13.7.3.1	Establish performance indicators (measures)	Establish appropriate performance indicators (metrics)
healthcare-provider	10274	13.7.3.6	Analyze performance	Analyze performance against benchmark data
healthcare-provider	10275	13.7.3.7	Prepare performance reports	Prepare reports
healthcare-provider	11181	13.8.2	Develop EHS program	Develop and execute functional EHS program
healthcare-provider	11195	13.8.4.5	Provide EHS support	Provide employees with EHS support
healthcare-provider	20959	13.9	Develop, manage, and deliver analytics	Develop, Manage, and Deliver Analytics
healthcare-provider	20963	13.9.4	Report on analysis	Report on data
life-sciences	10023	1.1.1.4	Identify political and regulatory factors	Identify political and regulatory issues
life-sciences	10024	1.1.1.6	Assess new technologies	Assess new technology innovations
life-sciences	10027	1.1.1.9	Identify environmental factors	Identify ecological concerns
life-sciences	16790	1.1.1.14	Evaluate intellectual property	Identify intellectual property concerns
life-sciences	10038	1.2.2	Define and evaluate strategic options to achieve the mission	Define and evaluate strategic options to achieve the objectives
life-sciences	19952	1.2.2.9.1	Develop innovation strategy	Develop innovation strategy and framework
life-sciences	10039	1.2.3	Set/Develop long-term enterprise strategy	Select long-term business strategy
life-sciences	10040	1.2.4	Coordinate and align cross-functional and process strategies	Coordinate and align functional and process strategies
life-sciences	10042	1.2.6	Develop and set organizational objectives	Develop and set organizational goals
life-sciences	19953	1.2.6.1	Identify organizational objectives	Identify organizational goals
life-sciences	19955	1.2.6.3	Monitor performance against objective	Monitor performance against goals
life-sciences	19958	1.2.7.3	Refine business unit strategies in support of organizational strategy	Refine business unit strategies in support of company strategy
life-sciences	10016	1.3	Develop and measure strategic initiatives	Execute and measure strategic initiatives
life-sciences	10100	2.4.3.5	Install and validate production/service delivery process	Install and validate production process or methodology
life-sciences	10114	3.1.1.2.1	Understand consumer needs and historical behaviors	Understand consumer needs and predict customer purchasing behavior
life-sciences	16573	3.2.4.1	Establish channel-specific measures and targets	Establish channel-specific metrics and targets
life-sciences	16500	3.2.4.4	Analyze channel performance	Analyze performance
life-sciences	16501	3.2.4.5	Develop plan for channel improvements	Develop plan for improvements
life-sciences	10148	3.3.1	Establish goals, objectives, and measures for products/services by channel/segment	Establish goals, objectives, and metrics for products/services by channel/segment
life-sciences	16629	3.3.8	Manage product marketing material	Manage product marketing content
life-sciences	20022	4.0	Manage Supply Chain for Physical Products	Deliver Physical Products
life-sciences	10294	4.2.4.3	Solicit supplier quotes	Solicit/Track vendor quotes
life-sciences	10300	4.2.5.2	Prepare/Analyze procurement and supplier performance	Prepare/Analyze procurement and vendor performance
life-sciences	10315	4.3.1.5	Plan for preventive maintenance	Schedule preventive (planned) maintenance (preventive maintenance orders)
life-sciences	10316	4.3.1.6	Request unplanned maintenance	Schedule requested (unplanned) maintenance (work order cycle)
life-sciences	12708	4.6.2.5	Determine quality of controlled part	Control quality of returned parts
life-sciences	20109	4.6.2.6	Manage disposition of returned products	Salvage or repair returned products
life-sciences	10353	4.6.3.1	Manage and track inventory deployment	Track inventory deployment
life-sciences	10378	6.1	Develop customer service strategy	Develop customer care/customer service strategy
life-sciences	20089	6.1.7	Define warranty claims	Define warranty offering
life-sciences	12840	6.2.4	Report incidents and risks to regulatory bodies	Report incidents, adverse events, and Corrective Action Preventive Action (CAPA)
life-sciences	17043	7.1	Develop and manage human resources planning, policies, and strategies	Develop and manage human resources (HR) planning, policies, and strategies
life-sciences	10423	7.1.2.1	Perform workforce planning	Gather skill requirements according to corporate strategy and market environment
life-sciences	10424	7.1.2.2	Perform operational workforce planning	Plan employee resourcing requirements per business unit/organization
life-sciences	10425	7.1.2.3	Develop compensation strategy	Develop compensation plan
life-sciences	10210	7.1.2.3.1	Establish incentive strategy	Establish incentive plan
life-sciences	10427	7.1.2.6	Develop diversity, equity, and inclusion plan	Develop employee diversity plan
life-sciences	11622	7.1.2.7	Design talent development program	Develop training program
life-sciences	11623	7.1.2.8	Design talent acquisition program	Develop recruitment program
life-sciences	20599	7.3	Manage employee onboarding, training, and development	Manage employee on-boarding, development, and training
life-sciences	10474	7.3.1.1	Create/maintain employee onboarding program	Create/maintain employee on-boarding program
life-sciences	11243	7.3.1.2	Evaluate the effectiveness of the employee onboarding program	Evaluate the effectiveness of the employee on-boarding program
life-sciences	17050	7.3.1.3	Execute onboarding program	Execute on-boarding program
life-sciences	10472	7.3.3	Manage employee career development	Manage employee development
life-sciences	16940	7.3.4.2	Define employee competencies and skills	Define employee competencies
life-sciences	10491	7.3.4.3	Align learning programs with competencies and skills	Align learning programs with competencies
life-sciences	10526	7.7.5	Develop and manage employee measures	Develop and manage employee metrics
life-sciences	20620	8.1.3.3	Determine IT performance indicators	Determine  IT performance indicators
life-sciences	20644	8.1.6.3	Understand IT customer environment	Understand  IT customer environment
life-sciences	20663	8.2.2.3	Evaluate proposed IT investment projects	Evaluate  proposed IT investment projects
life-sciences	20675	8.2.4.1	Establish IT service management strategy and goals	Establish  IT service management strategy and goals
life-sciences	20676	8.2.4.2	Identify IT service operating and process requirements	Identify  IT service operating and process requirements
life-sciences	20690	8.2.5.8	Report IT service and project performance	Report  IT service and project performance
life-sciences	20705	8.2.7.7	Develop and plan IT investment projects	Develop and plan  IT investment projects
life-sciences	20714	8.3.1.9	Evaluate IT-related risks resiliency	Evaluate  IT-related risks resiliency
life-sciences	20754	8.3.7.5	Provide IT resilience training	Provide  IT resilience training
life-sciences	20774	8.4.2.4	Establish data ownership and stewardship responsibilities	Establish  data ownership and stewardship responsibilities
life-sciences	20779	8.4.4	Manage business information	Manage business information content
